https://www.nytimes.com/video,200
https://www.nytimes.com/2018/09/30/world/asia/indonesia-tsunami-science.html,200
https://www.nytimes.com/2018/09/29/world/europe/london-phone-boxes-inlink.html,200
https://www.nytimes.com/section/us,200
https://www.nytimes.com/2018/09/30/us/the-old-rules-not-working-women.html,200
https://www.nytimes.com/pages/opinion/index.html,301
https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-319373aaf4524d94d38aa599c56b8655.png,200
https://www.nytimes.com/section/opinion?pagetype=Homepage&action=click&module=Opinion,200
https://www.nytimes.com/2018/09/30/arts/television/elayne-boosler-the-comedy-master-who-hasnt-gotten-her-due.html,200
https://www.nytimes.com/section/theater,200
https://www.nytimes.com/2018/09/30/opinion/trump-cant-win-the-war-on-demography.html,200
https://www.nytimes.com/section/world,200
https://www.nytimes.com/hdleftnav,301
https://www.nytimes.com/2018/09/29/opinion/sunday/red-tide-florida-tourism.html,200
https://www.nytimes.com/section/obituaries,200
https://www.nytimes.com/2018/09/29/opinion/sunday/sex-education-ethics-assault-boys.html,200
https://www.nytimes.com/pages/health/index.html,301
https://www.nytimes.com/section/arts/music,200
https://www.nytimes.com/section/politics,200
https://www.nytimes.com/section/health,200
https://www.nytimes.com/privacy,301
https://www.nytimes.com/section/realestate,200
https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-61d373c43aa8365d3940c5f1135f4597.png,200
https://www.nytimes.com/2018/09/30/opinion/the-economic-future-isnt-what-it-used-to-be-wonkish.html,200
https://www.nytimes.com/subscription/games/lp897H9.html,200
https://www.nytimes.com/section/fashion,200
https://www.nytimes.com/2018/09/30/us/samantha-bee-cecile-richards-self-doubt.html,200
https://www.nytimes.com/section/corrections,200
https://www.nytimes.com/section/arts/design,200
https://www.nytimes.com/pages/sports/index.html,301
https://www.nytimes.com/section/upshot,200
https://www.nytimes.com/membercenter/sitehelp.html,301
https://www.nytimes.com/2018/09/30/us/politics/supreme-court-new-term.html,200
https://www.nytimes.com/ref/membercenter/help/agree.html,301
https://www.nytimes.com/2018/09/30/opinion/death-penalty-tennessee-injection.html,200
